Ref ID,Renewable Ref ID,Record Last Updated (dd/mm/yyyy),Operator (or Applicant),Site Name,"Connection to communal, district or campus heat network","New, renovation or expansion of existing heat network",Number of customer connections,Number of buildings,"Types of Building (domestic, non domestic or mixed)",Types of buildings,Technology Type,Secondary plant technology,Third plant technology,Backup plant technology,Installed Capacity (MWelec),Installed Generation Capacity (MW thermal),Primary Fuel type,Heat Source,Temperature of heat supply (Celsius),Heat Storage,Heat Storage (Volume m3),Heat Enabled,Cooling Enabled,CHP Enabled,Length of distribution network in m,Average diameter of pipes in mm,Development Status,Development Status (short),Address,County,Region,Country,Post Code,X-coordinate,Y-coordinate,Planning Authority,Planning Application Reference,Appeal Reference,Secretary of State Reference,Type of Secretary of State Intervention,Judicial Review,Planning Application Submitted,Planning Application Withdrawn,Planning Permission Refused,Appeal Lodged,Appeal Withdrawn,Appeal Refused,Appeal Granted,Planning Permission Granted,Secretary of State - Intervened,Secretary of State - Refusal,Secretary of State - Granted,Planning Permission Expired,Under Construction,Operational,Decommissioned / Abandoned / No Application Made
12573,,09/01/2024,Excelcare Investments Limited,Rheola Broad Leas - 56 Bed Care Home,Communal,New,13,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Cote House, Cote Drive, Bristol",South Gloucestershire,South West,England,BS9 3UP,357086,175986,"Bristol, City of",22/04539/F,,,,,27/09/2022,,,,,,,18/12/2023,,,,18/12/2026,,,
12574,,30/10/2023,Zenith Land Limited,13 - 15 Thames Road - 253 Apartments & Commercial Space,Communal,New,66,4,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Refused,Application Refused,"The Hatherton Country House Hotel, Managers Flat, Pinfold Lane, Penkridge, Stafford",Staffordshire,West Midlands,England,ST19 5QP,391654,313942,South Staffordshire,22/00894/FUL,,,,,21/09/2022,,29/09/2023,,,,,,,,,,,,
12575,,30/03/2023,The Torsion Group,70 Burley Road - 44 Student Accommodation Units,Communal,New,19,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Jewson Limited, Town Station Coal Yard, Station Approach, Edenbridge",Kent,South East,England,TN8 5LP,544359,146525,Sevenoaks,22/02410/FUL,,,,,04/10/2022,,,,,,,03/03/2023,,,,,,,
12576,,09/11/2022,Nuro Homes Limited,East Street - 31 Flats,Communal,New,29,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"111 - 113 Brighton Road, South Croydon",London,London,England,CR2 6EE,532556,163951,Croydon,22/03825/FUL,,,,,10/10/2022,,,,,,,,,,,,,,
12577,,20/11/2022,Onkar Estates Limited,Foleshill Road - 10 Bed Student Accommodation,District,Expansion,,1,,,Gas Boiler,,,,,,Gas,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,Barking Riverside Development Site,London,London,England,IG11 0DS,546751,182220,Barking and Dagenham,22/01786/FULL ,,,,,21/10/2022,,,,,,,14/12/2022,,,,,,,
12587,,10/11/2022,Malagold Limited,Malago Road - Student Accommodation,Campus,Renovation,1,9,Non Domestic,Activity Centre,Biomass (dedicated),,,,0.08,,Woodchip,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Pantypistyll, Llansadwrn, Llanwrda",Dyfed,Wales,Wales,SA19 8NR,267514,234491,Carmarthenshire,PL/04921,,,,,26/10/2022,,,,,,,03/01/2023,,,,,,,
12609,,20/05/2024,Everett Property Consultants,"Colne Road, Twickenham - 2 Commercial Units & 14 Flats",Communal,New,5,1,Non Domestic,Unspecified Commercial,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"55 Bishopsgate, City",London,London,England,EC2N 3AS,533128,181342,City of London,22/00981/FULEIA,,,,,20/10/2022,,,,,,,,,,,,,,
12619,,14/11/2022,Kitewood Estates Limited,Willow Way - 60 Flats & Offices,District,Expansion,1458,14,Mixed,"Residential, Unspecified Commercial",EfW Incineration,,,,,,Gas,Heat from Energy from Waste Plants,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Joyce Avenue & Snells Park Estate, 109 Snells Park",London,London,England,N18 2SY,533863,192063,Enfield,22/03346/OUT,,,,,03/10/2022,,,,,,,,,,,,,,
12620,,14/11/2022,Rotherham Metropolitan Borough Council,"Corporation Street, Rotherham - 19 Flats & Commercial Unit",Communal,New,242,4,Mixed,"Residential, Industrial",Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"17-19 Thames Road, Barking",Essex,London,England,IG11 0HS,545904,182841,Barking and Dagenham,22/01701/FULL,,,,,11/10/2022,,,,,,,,,,,,,,
12621,,20/12/2022,Warwickshire County Council,Briar Hill Infant School & St Margaret's Junior School  - 2 Classroom,Communal,New,60,1,Mixed,"Residential, Unspecified Commercial",Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Withdrawn,Application Withdrawn,"The Malthouse, Daveys Lane",East Sussex,South East,England,BN7 2BF,542199,110563,Lewes,SDNP/22/04692/OUT,,,,,13/10/2022,16/12/2022,,,,,,,,,,,,,
12622,,08/09/2023,Craftrule Limited,Warrington Road - 21 Flats,Communal,New,300,6,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Btw Park View & Cloister Road, Western Avenue",London,London,England,W3 6XZ,520532,181729,Ealing,224371FUL,,,,,04/10/2022,,,,,,,10/08/2023,,,,,,,
12624,,13/07/2023,Barratt East London Limited,"Springfield Village, Phase 2b - 449 Flats",Communal,New,134,3,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Refused,Application Refused,"St Georges Business Park, Brooklands Road, Weybridge",Surrey,South East,England,KT13 0TS,507440,162771,Elmbridge,2022/2809,,,,,10/10/2022,,10/05/2023,,,,,,,,,,,,
12625,,28/03/2023,Qualis Commercial Limited,Pyrles Lane - 30 Flats/18 Houses,Communal,New,98,3,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Development At Builders Yard, Station Approach, Barkingside, Ilford",Essex,London,England,IG6 1NB,544764,189537,Redbridge,3417/22,,,,,18/10/2022,,,,,,,02/03/2023,,,,,,,
12626,,17/01/2023,Friars Close Regeneration Llp,Friars Close - 136 Apartments,Communal,New,25,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Withdrawn,Application Withdrawn,"495 Whippendell Road, Watford",Hertfordshire,Eastern,England,WD18 7PN,509465,195887,Watford,22/01213/FULM,,,,,21/10/2022,10/01/2023,,,,,,,,,,,,,
12627,,15/03/2023,Newtown Park House,Newtown Park House - Energy Centre,Communal,New,7,1,Mixed,"Residential, Unspecified Commercial",Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Withdrawn,Application Withdrawn,"Storage Area, Daveys Lane, Lewes",East Sussex,South East,England,BN7 2BF,542202,110610,Lewes,SDNP/22/04721/FUL,,,,,18/10/2022,13/03/2023,,,,,,,,,,,,,
12628,,17/06/2024,Cordage Design Limited,54-56 Selsdon Park Road - 23 Apartments,Communal,New,25,1,Non Domestic,"Student Accommodation, Retail",Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Shell For 191 And Flat Over, Alfreton Road, Nottingham",Nottinghamshire,East Midlands,England,NG7 3NW,455964,340541,Nottingham,22/01976/PFUL3,,,,,18/10/2022,,,,,,,23/05/2024,,,,23/05/2027,,,
12629,,09/02/2023,Inspired Villages Group Limited / Inspired Villages Group Limited,"Millfield Lane, Caddington - 114 Care Apartments - Phase 2,3 & 4",Communal,New,48,4,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Refused,Application Refused,"Chingford Kennels, 158 Chingford Mount Road, Chingford",London,London,England,E4 9BS,537438,192342,Waltham Forest,221855,,,,,15/09/2022,,,,,,,,,,,,,,
12653,,23/08/2023,London Borough of Lambeth,The Westbury Estate Phase 3A - 145 Apartments,District,New,263,3,Mixed,"Residential, Office",Gas Fired CHP,,,,,,Gas,,,,,Yes,,Yes,,,Abandoned,Abandoned,"The Highway Trading Centre, Heckford Street, Tower Hamlets",London,London,England,E1W 3HR,535749,180885,Tower Hamlets,PA/16/00417,,,,,19/02/2016,,18/03/2021,,,,,,,,,,,,22/08/2023
12654,,02/04/2024,Cold Move Limited,"Cold Move, Maes-Y-Clawdd ",District,Expansion,532,5,Mixed,"Residential, Unspecified Commercial",EfW Incineration,,,,,,Gas,Heat from Energy from Waste Plants,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Joyce Avenue & Snell's Park Estate, 109 Snells Park, Upper Edmonton",London,London,England,N18 2SY,533938,191954,Enfield,22/03346/OUT,,,,,03/10/2022,,,,,,,,,,,,,,
12673,,21/11/2022,St William Homes Llp,Mitcham Gasworks Site - 595 Flats,Communal,New,30,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"1-36 Freemans Close, Hitchin",Hertfordshire,Eastern,England,SG5 2SE,517490,230210,North Hertfordshire,22/02628/FP,,,,,19/10/2022,,,,,,,,,,,,,,
12674,,06/06/2024,Plymouth Community Homes Limited,"Bath Street Mixed Development - 116 Flats, 20 Houses & Commercial Space",Communal,New,89,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Appeal Granted,Awaiting Construction,"Wellstones Car Park, Watford",Hertfordshire,Eastern,England,WD17 2AF,"	510921",196453,Watford,22/01226/FULM,23/00027/REF,,,,18/10/2022,,17/05/2023,31/10/2023,,,24/05/2024,24/05/2024,,,,24/05/2027,,,
12675,,21/11/2022,City of Edinburgh Council,Silverlea - 142 Flats,Communal,New,16,1,Domestic,Residential,Ground Source Heat Pumps,,,,,,Electric,Shallow Geothermal,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"1 Whyke Lane, Chichester",West Sussex,South East,England,PO19 7UR,486623,104595,Chichester,22/02401/FUL,,,,,03/10/2022,,,,,,,,,,,,,,
12677,,17/01/2024,Lovell,"Former Novartis Site, Parsonage Road - Phase 2 - 97 Flats/40 Houses",Campus,Renovation,1,,Non Domestic,Hospital,Gas Fired CHP,Air Source Heat Pumps,,,1.50,,Gas,,,,,Yes,,Yes,,,Operational,Operational,"Birmingham Heartlands Hospital, 45 Bordesley Green East, Bordesley Green",West Midlands,West Midlands,England,B9 5ST,411811,286675,Birmingham,2022/04960/P,,,,,03/08/2022,,,,,,,06/01/2023,,,,,01/06/2023,01/12/2023,
12701,,24/11/2022,Transport for London London Bus Services Limited,Paddington Integrated Project (PIP) - Paddington Triangle OSD,District,New,,,,Unspecified,Unknown,,,,,,,,,,,Yes,,,,,Pre-Planning,Pre-Planning,Various Locations Throughout St Helens,Merseyside,North West,England,WA9 5DZ,350902,394168,St. Helens,,,,,,,,,,,,,,,,,,,,
12702,,03/07/2023,Lewisham Homes,Waldenshaw Road - 12 Flats,Communal,New,18,2,Domestic,Residential,Ground Source Heat Pumps,Water Source Heat Pumps,,,0.76,,Electric,Deep Geothermal,20.00,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Mason & Townsend House, Strathnairn Street, Southwark",London,London,England,SE1 5BU,534450,178660,Southwark,22/AP/3683,,,,,26/10/2022,,,,,,,13/06/2023,,,,13/06/2026,,,
12703,,06/11/2023,Coastal Housing Group Limited,"Kings Road, Plot 3B - 104 Apartments",Communal,New,18,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Withdrawn,Application Withdrawn,"E/O 612 High Road & N/O Seven Kings Methodist Church, Balmoral Gardens, Seven Kings, Ilford",London,London,England,IG3 8DJ,545688,"	187093",Redbridge,3287/22,,,,,25/10/2022,03/11/2023,,,,,,,,,,,,,
12704,,25/04/2023,Breeze Holdings Limited,26-28 Rochester Place - 10 Flats,Communal,New,525,6,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Lambeth College, 45 Clapham Common South Side, Clapham",London,London,England,SW4 9BL,529227,174944,Lambeth,22/03713/FUL,,,,,10/10/2022,,,,,,,,,,,,,,
12716,,12/04/2023,London Square,Lea Bridge Road - 345 Apartments & Commercial Space,District,New,62,62,Domestic,Residential,Ground Source Heat Pumps,,,,,,Electric,Shallow Geothermal,,,,Yes,,No,,,Planning Application Withdrawn,Application Withdrawn,Crellow Fields Stithians,Cornwall,South West,England,TR3 7RE,173711,37001,Cornwall,PA22/09550,,,,,24/10/2022,30/03/2023,,,,,,,,,,,,,
12737,,30/10/2023,Newport City Homes,"Quilter Close - 26 Flats, 5 Houses",Communal,New,50,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"The Montague Centre, Liverpool Road, Worthing",West Sussex,South East,England,BN11 1SY,514883,102575,Worthing,AWDM/1624/22,,,,,20/10/2022,,,,,,,06/10/2023,,,,06/10/2026,,,
12738,,29/11/2022,GMS Estates Limited,129 Queensway - Retail Unit And 2 Flats,Communal,New,130,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,10-30,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Beales, 36-42 Old Christchurch Road, Bournemouth",Dorset,South West,England,BH1 1LJ,408805,"	91215","Bournemouth, Christchurch and Poole",7-2022-726-AE,,,,,01/11/2022,,,,,,,,,,,,,,
12739,,29/11/2022,Bristol City Football Club,Ashton Gate Stadium - Ashton Gate Sporting Quarter,Campus,Expansion,1,1,Non Domestic,Historic Estate,Biomass (dedicated),,,,,,Woodchip,,,,,Yes,,No,,,Planning Application Withdrawn,Application Withdrawn,"Mapperton House, Mapperton, Beaminster",Dorset,South West,England,DT8 3NR,350352,99688,Dorset,P/FUL/2021/03165,,,,,26/08/2021,04/11/2022,,,,,,,,,,,,,
12742,,18/12/2022,Aston Mansfield,Durning Hall Community Centre - 78 Flats & Retail Unit,Campus,Renovation,1,5,Non Domestic,Industrial,Gas Fired CHP,,,,,,Gas,,,,,Yes,,Yes,,,Planning Permission Granted,Awaiting Construction,"Wrights Pies, Second Avenue, Crewe",Cheshire,North West,England,CW1 6XQ,371615,354456,Cheshire East,22/4471N,,,,,18/11/2022,,,,,,,12/01/2023,,,,,,,
12761,,01/12/2022,Wittington Investments Properties Limited,Ilderton Road - Residential & Commercial Development,Campus,New,1,,Non Domestic,Office,Ground Source Heat Pumps,,,,,,Electric,Shallow Geothermal,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"The E/O Langleybury Lane & Including Langleybury House Estate, Kings Langley",Hertfordshire,Eastern,England,WD4 8RW,507710,200167,Three Rivers,22/1945/FUL,,,,,27/10/2022,,,,,,,,,,,,,,
12763,,20/02/2023,Noland Group Limited,33 Wilcox Road - Mixed Development,Campus,New,1,6,Non Domestic,Secondary School,Ground Source Heat Pumps,Air Source Heat Pumps,,,,,Electric,Shallow Geothermal,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Kneller Hall, Royal Military School Of Musickneller Road, Twickenham",London,London,England,TW2 7DU,"	514693","	174192",Richmond upon Thames,22/3004/FUL,,,,,02/12/2022,,,,,,,,,,,,,,
12792,,03/04/2024,New College Parade,New College Parade - Mixed Development,Communal,New,144,1,Domestic,Residential,Air Source Heat Pumps,Gas Boiler,,,,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"32-44 Keeley Road And 31-57 Drummond Road, Croydon",London,London,England,CR0 1TH,532124,165695,Croydon,22/04309/FUL,,,,,08/11/2022,,,,,,,20/03/2024,,,,20/03/2027,,,
12793,,21/11/2023,Green Hurst Farm,"Green Hurst Farm, Wood Lane - Ground Source Heat Pump",District,New,102,3,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,55.00,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Kilburn Square Estate, Kilburn",London,London,England,NW6 6PT,525218,183765,Brent,22/3669,,,,,21/10/2022,,,,,,,17/11/2023,,,,17/11/2026,,,
12794,,21/11/2023,Sutton Housing Partnership,"Thicket Crescent, Sutton - 40 Flats",Communal,New,37,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,55.00,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Kilburn Square Estate, Kilburn",London,London,England,NW6 6PT,525218,183765,Brent,22/3669,,,,,21/10/2022,,,,,,,17/11/2023,,,,17/11/2026,,,
12795,,16/01/2024,Anchor Hanover Group,"Newton Close, Seven Sisters Road - 76 Retirement Apartments",Communal,New,102,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,60.00,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Brook House, 100 Gunnersbury Lane, Acton",London,London,England,W3 8HS,519444,179718,Ealing,224773FUL,,,,,11/11/2022,,,,,,,18/12/2023,,,,18/12/2026,,,
12796,,08/07/2024,Legal and General Group PLC / Goodstone Living,"Skyliner, Ocean Drive - 338 Flats & Two Retail Units",District,New,1053,5,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,25.00,,,Yes,,No,,,Planning Application Withdrawn,Application Withdrawn,"Twelvetrees Park, Stephenson Street, Canning Town, Victoria Dock",London,London,England,E16 4SB,"	539086","	182572",Newham,22/02554/REM,,,,,25/10/2022,05/06/2024,,,,,,,,,,,,,
12797,,25/04/2023,Nottingham University Hospitals NHS Trust,Queens Medical Centre - Energy Centre,Campus,Expansion,1,1,Non Domestic,College,Ground Source Heat Pumps,,,,,,Electric,Shallow Geothermal,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"St Georges College, Weybridge Road, Addlestone",Surrey,South East,England,KT15 2QS,"	505960","	165384",Runnymede,RU.22/1678,,,,,28/10/2022,,,,,,,08/03/2023,,,,,,,
12798,,14/02/2023,Oxford Aviation Services Limited,Langford Lane - Science Park,Campus,Renovation,1,5,Non Domestic,University,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"University Of Greenwich, Avery Hill Road, Avery Hill, Eltham",London,London,England,SE9 2UG,544697,174116,Greenwich,22/3446/F,,,,,07/11/2022,,,,,,,31/01/2023,,,,,,,
12865,,01/02/2024,Abri Group Limited,Drum Court - 21 Apartments,Communal,New,18,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"3 - 7 Lands Lane, Leeds ",West Yorkshire,Yorkshire and Humber,England,LS1 6AW,430140,433580,Leeds,22/07578/FU,,,,,11/11/2022,,,,,,,31/01/2024,,,,31/01/2027,,,
12866,,13/03/2023,Amro Flemyn Croydon Limited,Botanical House - 455 Apartments & Community Centre,District,New,29,3,Domestic,Residential,Ground Source Heat Pumps,,,,,,Electric,Shallow Geothermal,,,,Yes,,No,,,Planning Application Withdrawn,Application Withdrawn,"Harpenden Public Halls, Southdown Road, Harpenden",Hertfordshire,Eastern,England,AL5 1TE,513595,214113,St Albans,5/2022/2611,,,,,15/11/2022,16/02/2023,,,,,,,,,,,,,
12867,,20/10/2023,Peveril Securities Limited ,"Holland House, Oxford Gardens - 474 Flats",Communal,New,36,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Refused,Application Refused,"Car Park Adj Polegate Railway Station, Roy Martin Way, Polegate ",East Sussex,South East,England,BN26 6GB,"	558372",104865,Wealden,WD/2022/1216/MAJ,,,,,06/05/2022,,09/10/2023,,,,,,,,,,,,
12868,,18/12/2023,Fifty Five Hospitality,Farthingstone Hotel - Visitor Centre/Leisure Centre/Restaurant,Communal,New,350,1,Non Domestic,Student Accommodation,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"55 Welford Road, Leicester",Leicestershire,East Midlands,England,LE2 7AR,458725,"	303922",Leicester,20221990,,,,,16/11/2022,,,,,,,13/07/2023,,,,13/07/2026,,,
12869,,09/07/2024,Tribe Student Housing Limited,47 St James Street - Student Accommodation & Highway Improvements,Communal,New,20,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"St Mary Abchurch House, 123 - 127 Cannon Street, City",London,London,England,EC4N 5AU,532736,180907,City of London,22/01030/FULL,,,,,26/10/2022,,,,,,,03/05/2023,,,,,,,
12870,,22/02/2023,Energetik,Enfield District Heat Network Expansion - Phase 2 B6/Part 3,Communal,New,76,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Refused,Application Refused,"Highway House, Norreys Drive, Maidenhead",Berkshire,South East,England,"	SL6 4FL",487815,"	179669",Windsor and Maidenhead,22/03140/FULL,,,,,22/11/2022,,16/02/2023,,,,,,,,,,,,
12871,,16/12/2022,Stratford Village Development Partnership,"Plot N16, East Village - Student Accommodation",Communal,New,10,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Btw Lingfield House, Albury House, Brookwood House, Boyfield Street & King James Street, Adj To Gibbings House",London,London,England,SE1 0DW,531840,179633,Southwark,22/AP/3925,,,,,17/11/2022,,,,,,,,,,,,,,
12872,,16/12/2022,Energetik,Enfield District Heat Network Expansion - Phase 2 B2-B5,Communal,New,580,3,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Ocean Terminal, 98 Ocean Drive, Edinburgh",Lothian,Scotland,Scotland,EH6 6JJ,326487,676970,City of Edinburgh,22/05599/FUL,,,,,21/11/2022,,,,,,,,,,,,,,
12873,,19/12/2022,BexleyCo Homes,Walnut Tree Road - 70 Flats,District,Expansion,,,Mixed,,EfW Incineration,,,,,,Gas,Heat from Energy from Waste Plants,,,,Yes,,Yes,,,Scoping,Scoping," South Bermondsey, Old Kent Road And North Peckham ",London,London,England,SE15 1JL,534794,177582,Southwark,,,,,,,,,,,,,,,,,,,,
12874,,30/01/2023,School Road Acton Ltd,"School Road, Acton - 176 Apartments & Industrial Space",District,Expansion,1,3,Non Domestic,Secondary School,EfW Incineration,,,,,,Gas,Heat from Energy from Waste Plants,,,,Yes,,Yes,,,Planning Permission Granted,Awaiting Construction,"Btw Clements Road & Drummond Road, Rotherhithe",London,London,England,SE16,534573,178970,Southwark,22/AP/3983,,,,,23/11/2022,,,,,,,24/01/2023,,,,,,,
